TIPO;REGISTRO_SANITARIO;NOMBRE_COMERCIAL;"NOMBRE_GENERICO	";FORMA_FARMACEUTICA;CONCENTRACION;LABORATORIO;BAJO_LICENCIA;PARA_TERCEROS;PAIS_ORIGEN;EMPRESA_PROVEEDORA
PTA;78540;ECHINACEA PANACEA;EXTRACTO HIDROALCOHOLICO DE ECHINACEA;SOLUCIÓN HIDROALCOHÓLICA;100%;LABORATORIO CALLANCHO;/;/;BOLIVIA;LABORATORIO CALLANCHO
II;78626;MICOMAX 1%;CLOTRIMAZOL;CREMA DERMICA;1%;OPES HEALCARE PRIVATE LIMITED ;/;/;INDIA;FARMASHOPPING
II;78627;PROCAPS VITYBELL FEM;VER FORMULA;TAB. C/RECUB DE GELATINA;VER FORMULA;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
NN;78628;DIGESTAN COMPUESTO EFERVESCENTE;VER FORMULA;POLVO;VARIOS;LABORATORIOS VITA S.A.;/;/;BOLIVIA;LABORATORIOS VITA S.A.
NN;78645;IBUPROFENO FORTE;IBUPROFENO;SUSPENSIÓN;200MG/5ML;LABORATORIOS MINERVA S.R.L.;/;/;BOLIVIA;LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.
II;78648;VITAMIN D3 2000 UI;COLECALCIFEROL;CÁPSULA BLANDA;2000UI;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78650;ZINC 50 MG;OXIDO DE ZINC;TABLETA RECUBIERTA;50MG;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78651;AMINOMAX;LACTOALB. HIDROLIZADA Y PROT.DE SOYA HIDROLIZADA;CÁPSULA;108,33MG - 16,67MG;"ALPHACAPS GMBH
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78654;IBROFEN 400MG;IBUPROFENO;CÁPSULA BLANDA;400MG;LABORATORIOS PORTUGAL S.R.L.;/;IMPORTADORA Y EXPORTADORA LECAR SRL;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;78665;SIDERAL FOLIC 30MG;HIERRO ELEMENTAL+VITAMINA C+VITAMINA D+ VITAMINA B;POLVO;30MG+70MG+10MCG+1,75;BIOFARMA S.R.L.;PHARMANUTRA S.P.A.;/;ITALIA;DROGUERIA INTI S.A.
II;78725;PROBIOTIC INMUNO;VER FORMULA CUALI CUANTITATIVA;CÁPSULA;VER REVERSO;ALIFARM S.A.;SOUTH AMERICAN EXPRESS S.A.;AB BIOTICS S.A.;ESPAÑA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;78733;FEBRIN;PARACETAMOL;COMPRIMIDO;500MG;LABORATORIOS LASCA DE VICENTE SCAVONE & CIA S.A.E.;/;/;PARAGUAY;VICENTE SCAVONE & CIA S.A.E. SUCURSAL BOLIVIA
II;78736;OXICOL PLUS OMEGA;VER REVERSO;CÁPSULA BLANDA;VER REVERSO;LABORATORIOS LICONSA S.A.;/;ACTAFARMA S.L.U.;ESPAÑA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;78738;PROBIOTIC KOLIC;PROBIOTICOS;SOLUCIÓN;VER FORMULA;PROCEMSA SPA. ;SOUTH AMERICAN EXPRESS S.A.;AB BIOTICS S.A.;ITALIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;78741;DIAVITAL LACTASA;LACTASA;COMPRIMIDO;180MG;LABORATORIO MAVER S.A. ;/;/;CHILE;CAMSA INDUSTRIA Y COMERCIO S.A.
II;78793;PRIME HEALTH ZINC CITRATE 50 MG TABLETS;ZINC;TABLETA;50MG;PRIME HEALTH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
NN;78794;MERTIOLINA;TIMEROSAL;TINTURA;0.1%;IFARBO LTDA.;/;/;BOLIVIA;IFARBO LTDA.
PNI;78797;ECHINACEA;ECHINACEA;CÁPSULA;500MG;XTRA LIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
II;78798; TRIPLE C ADVANCE;VER REVERSO;POLVO EFERVESCENTE;VER REVERSO;CARVAGU S.A;/;/;ECUADOR;MEDIFARM S.R.L.
II;78800;PRIME HEALTH OMEGA 3-6-9 1200 MG;OMEGA 3-6-9(ACEITE DE PESCADO..-BORAGO-LINUM..);CÁPSULA BLANDA;12000MG;PRIME HEALTH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;78802;VITAMIN C 1000MG;ÁCIDO ASCÓRBICO;TABLETA RECUBIERTA;1000MG;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78803;VITAMIN C + D3 + ZINC;VITAMINA C, VITAMINA D3, ZINC;TABLETA EFERVESCENTE;VER FÓRMULA;JIANGSU HANDIAN BIOTECHNOLOGY CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78804;PRIME HEALTH OMEGA 3 1000 MG SOFTGEL CAPSULES;OMEGA 3(ACEITE DE PESCADO);CÁPSULA BLANDA;1000MG;PRIME HEALTH LTD;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
NN;78809;OSTEOCOLAGENOL®;COLAGENO HIDROLIZADO;POLVO;5G;DROGUERIA INTI S.A. ;/;/;BOLIVIA;DROGUERIA INTI S.A.
NN;78864;TENDOCOLAGENOL®;COLAGENO HIDROLIZADO;POLVO;5G;DROGUERIA INTI  S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
II;78867;GALENGEL;HIDROXIDO DE ALU, HIDROXIDO DE MG, SIMETICONA;SUSPENSIÓN;400MG, 400MG, 25MG;LARK LABORATORIES (INDIA) LTD.;/;GALENMARSFARMA SRL;INDIA;GALENMARSFARMA S.R.L.
II;78868;FORTALEX® FERGINATE;VER REVERSO;CAP.BLANDA DE GELATINA;VER REVERSO;HC CLOVER PRODUCTOS Y SERVICIOS S.L.;/;KERN PHARMA S.L.- IMPORTADO Y DISTRIBUIDO POR SOUTH AMERICAN EXPRESS S.A.;ESPAÑA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;78901;FEBRIS® 400;IBUPROFENO;COMPRIMIDO RECUBIERTO;400MG;PROTECH BIOSYSTEMS PVT.LTD;/;KAIS;INDIA;KAIS
II;78903;PARACETAMOL;PARACETAMOL;SOL. ORAL GOTAS;100MG/ML;LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A. ;/;IMPORTADORA Y EXPORTADORA LECAR SRL;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;78905;TIALGIN®;PARACETAMOL;COMPRIMIDO;1G;"FARMACÉUTICA PARAGUAYA S.A.
";/;/;PARAGUAY;TECNOFARMA S.A.
NN;78940;NOVANDI MEDICAL ALCOHOL MEDICINAL  CERTIFICADO;ALCOHOL ETILICO AL 70%;SOLUCION HIDROALCOHOLICA;70%;NOVANDI;/;/;BOLIVIA;NOVANDI
II;78946; NOVOPHANE CAPSULAS;MULTIVITAMINAS;CÁPSULA;VARIOS;LABORATORIO PHYTEO;ACM LABORATOIRE DERMATOLOGIQUE;ACM;FRANCIA;HBDERM S.R.L.
II;78951;PVM RENAL SABOR VAINILLA;VER REVERSO;POLVO;VARIOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;78952;GASTROMUCIL;CÁSCARA DE PSYLLUM;POLVO ORAL;;SAGA LIFESCIENCES LIMITED;/;FARMEDICAL S.R.L.;INDIA;FARMEDICAL S.R.L.
PTA;78982;MANZANILLA PANACEA;FLORES DE MANZANILLA;SOLUCIÓN HIDROALCOHÓLICA;100%;LABORATORIO CALLANCHO;/;/;BOLIVIA;LABORATORIO CALLANCHO
PTA;78991;VALERIANA PANACEA;EXTRAC. HIDROALCOH. DE RAIZ Y RIZOMA DE VALERIANA;SOLUCIÓN HIDROALCOHÓLICA;100%;LABORATORIO CALLANCHO;/;/;BOLIVIA;LABORATORIO CALLANCHO
II;78993;TRIPLUS NF;VER FÓRMULA;CREMA;VER FÓRMULA;CIRON DRUGS & PHARMACEUTICALS PVT. LTD.;/;UNIVERSAL PHARMA;INDIA;UNIVERSAL PHARMA
II;78995;SIDERAL GOCCE INT;HIERRO ELEMENTAL;POLVO PARA  RECONSTITUIR;7MG/1ML;S.I.I.T.S.R.L.SERVIZIO INTERNAZIONALE IMBALLAGGI TERMOSALDANTI;JUNIA PHARMA S.R.L.;/;ITALIA;DROGUERIA INTI S.A.
PNI;79019;G2 GINSENG+GINKGO BILOBA;GINKGO BILOBA-GINSENG SIBERIANO;CÁPSULA;VER FORMULA;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79026;PRIME HEALTH VITAMIN D3 2000 I.U.;VITAMINA D 3;CÁPSULA BLANDA;2000 I.U.(50 MCG);PRIME HEALTH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;79027; ECHINACEA + VITAMINA C;ECHINACEA PURPUREA, ECHINACEA ANGUSTIFOLIA, VIT C;CÁPSULA;"400mg; 100mg; 125mg";ARNET PHARMACEUTICALS CORP.;/;FARMACORP S.A.;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
II;79028;ÁCIDO FÓLICO 800MCG;ÁCIDO FÓLICO;TABLETA;800MCG;21ST CENTURY HEALTHCARE INC.;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
PNI;79030;G2 GINSENG + GINKGO BILOBA;GINKGO BILOBA - GINSENG SIBERIANO;CÁPSULA;VER FORMULA;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
PNI;79037;ECHINACEA & GOLDENSEAL;ECHINACEA PURPUREA - HYDRASTIS CANADENSIS;CÁPSULA;250MG/125MG;"ALPHACAPS GMBH
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79083;EVIX PLUS;VARIOS;CÁPSULA BLANDA;"50MG;1500MCG;100MG;1";OCEAN HEALTHCARE PVT.LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;79087;SUPER AMINO 500;PROTEINA DE LECHE;TABLETA;VER FÓRMULA;MASON VITAMINS. INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;79088;PRIME HEALTH COLOSTRUM 500MG;CALOSTRO BOVINO;TABLETA MASTICABLE;500MG;PRIME HEALTH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;79124;PVM FIBER SABOR VAINILLA;VER FÓRMULA;POLVO;VER FÓRMULA;"HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS
";/;/;PERU;PROMEDICAL S.A.
II;79169;SIDERAL FORTE INT.;SIDERAL® R.M. - SUCROSOMIAL® HIERRO + VITAMINA C;CÁPSULA;30MG +70MG;FARMACEUTICI PROCEMSA S.P.A.;PHARMANUTRA S.P.A.;/;ITALIA;DROGUERIA INTI S.A.
II;79171;ENSOLVIT;VITAMINA D3;SOLUCIÓN GOTAS;500UI;PROFARM SP.ZO.O;/;EMERGOPHARM SP.ZO.O;POLONIA;MEGALABS BOLIVIA S.R.L.
II;79175;PARACETAMOL 500 MG;PARACETAMOL;TABLETA;500mg;LARK LABORATORIES (INDIA) LTD.;/;GALENMARSFARMA S.R.L.;INDIA;GALENMARSFARMA S.R.L.
NN;79177;INMUNE PROBIOTICO;LACTOBACILLUS (BACILLUS COAGULANS);POLVO P/SUSPENSION ORAL;0,15G/SOBRE;INDUSTRIA QUIMICO FARMACEUTICA SIGMA CORP  S.R.L. ;/;/;BOLIVIA;IND. QUIMICA FARMACEUTICA SIGMA CORP SRL
II;79189;PRIME HEALTH VITAMIN C 1000 MG TABLETS;VITAMINA C;TABLETA;1000MG;PRIME HEALTH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
NN;79203;MENTO RUB;MENTOL-EUCALIPTOL-ALCANFOR;UNGUENTO;7.6%-6.2%-3.6%;INDUSTRIA QUIMICA BOLIVIANA ;/;/;BOLIVIA;"IND. QUIMICA BOLIVIANA ""INQUIBOL"" S.R.L."
II;79208;OMEGA 3;"ACEITE DE PESCADO;AC.EICOSAPENTAENOICO(EPA)";CAPSULA  BLANDA;1000MG;SOFTGEL HEALTHCARE PVT.LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;79215;SIDERAL ORO INT.;VER FÓRMULA;POLVO;VER FÓRMULA;BIOFARMA S.R.L.;JUNIA PHARMA S.R.L.;/;ITALIA;DROGUERIA INTI S.A.
II;79280;PRIME HEALTH KIDS VITAMIN C WITH ZINC GUMMY;VITAMINA C - ZINC;GOMITA;45MG - 2,5MG;PRIME HEALTH LTD. ;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;79285; VITAMINA B12 1000MCG;CIANOCOBALAMINA;TABLETA;1000MCG;ARNET PHARMACEUTICALS CORP.;/;FARMACORP S.A.;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
II;79288;PRIME HEALTH KIDS OMEGA 3 GOMITAS GUMMYS;OMEGA 3 (ACEITE DE PESCADO);GOMITA;100MG;PRIME HEALTH LTD. ;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;79289;MEGATONIL;VITAMINAS Y MINERALES;JARABE;VER FORMULA;RHR MEDICARE PVT. LTD. ;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;79293;MAGNESIO 500MG;OXIDO DE MAGNESIO;TABLETA;500 MG;ARNET PHARMACEUTICALS CORP.;/;FARMACORP S.A.;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
II;79297;PALA FIEBRE;PARACETAMOL;SOLUCION ORAL;120mg/5ml;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS ;/;/;PERU;PROMEDICAL S.A.
PNI;79320;ECHINACEA;EXTRACTO ECHINACEA PURPUREA;CÁPSULA;125MG;21ST CENTURY HEALTHCARE INC.;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;79327;MULTIFLORA ADVANCE;PROBIOTICOS;CÁPSULA;2X10(9)UFC;ADM PROTEXIN LIMITED;/;/;INGLATERRA;MEGALABS BOLIVIA S.R.L.
II;79328;TERBOTONICO®;VER FORMULA;JARABE;VER FORMULA;HEILONGJIANG DAZHONGANTAI PHARMACEUTICAL CO., LTD. ;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
PNI;79329;FLUIDEX® 35MG/5ML;HEDERA HELIX;JARABE;35MG/5ML;"HEILONGJIANG DAZHONGANTAI PHARMACEUTICAL CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79335;ZINC 50MG;GLUCONATO DE ZINC;TABLETA;50MG;ARNET PHARMACEUTICALS CORP.;/;/;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
II;79376;PVM H SABOR VAINILLA;VER FORMULA;POLVO;VER FORMULA;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
PNI;79386;"ECHINACEA & GOLDENSEAL
";"ECHINACEA PURPUREA; HYDRASTIS CANADENSIS";CÁPSULA;"250MG; 125MG";"SHANDONG YUWANG PHARMACEUTICAL CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79387;VITAMINA D3 5000UI;COLECALCIFEROL;CAPSULA BLANDA;5000UI;ARNET PHARMACEUTICALS CORP.;/;FARMACORP S.A.;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
II;79397; TRI-CLOBEN;CLOTRIMA + BECLOMETASONA DIPROPIONATO + GENTA SULF;CREMA;1%-0,025%-0,1%;"INNOVA CAPTAB
";INDOCO REMEDIES LIMITED;/;INDIA;SAN FERNANDO S.R.L.
II;79399;CETACIL 4MG;CLORFENAMINA;TABLETA;4MG;LABORATORIOS PORTUGAL S.R.L. ;/;IMPORTADORA Y EXPORTADORA LECAR SRL;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;79426;PRIME HEALTH VITAMIN C & ZINC CHEWABLE TABLETS;VITAMINA C - ZINC;TABLETA MASTICABLE;500MG-15MG;PRIME HEATH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;79447;TURMERIC COMPLEX WITH VITAMIN D3 & MAGNESIUM;VER FÓRMULA;TABLETA;VER FÓRMULA;MASON VITAMINS INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;79456;QUELAT COMPLEX ZINC+MAGNESIO+SELENIO;VER FORMULA;COMPRIMIDO;VER FORMULA;FRAMINGHAM PHARMA S.R.L;/;/;ARGENTINA;KLBUSINESS LTDA.
NN;79509;ÁCIDO ACETILSALICÍLICO;ÁCIDO ACETILSALICÍLICO;COMPRIMIDO C/REC.ENTERICO;100MG;LABORATORIOS CRESPAL S.A.;/;/;BOLIVIA;LABORATORIOS CRESPAL S.A.
II;79517;PARACETAMOL 500MG;PARACETAMOL;TABLETA;500MG;PROCARE PHARMA PVT LTD.;/;/;INDIA;DISTRIBUIDORA LC FARMA S.R.L.
II;79520;BETA CAROTENE 10 000 UI;VITAMINA A (BETACAROTENO);CÁPSULA BLANDA;10000 UI;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79550;UROBERRY FEM;EXTR.CRANBERRY-EXTR.HIBISCUS-VIT.C-LACT.SPOROGENES;TAB. RECUBIERTA ENTERICA;36MG-20MG-50MG-13,4M;PHARMACROSS S.A.;/;LAFAGE S.A. - ACONDICIONADO POR: FARMAQUILA S.A.;GUATEMALA;CORMESA LTDA.
II;79576;TONOPAN 500MG;PARACETAMOL;TABLETA;500MG;LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
II;79578;PRIME HEALTH COLOSTRUM 500 MG CAPSULES;CALOSTRO BOBINO;CÁPSULA;500MG;PRIME HEALTH LTD.;/;/;CANADA;DISTRIBUIDORA FORTEFAR S.R.L.
II;79579;COLAGENO CON ACIDO HIALURONICO Y VITAMINA C;COLAGENO + ACIDO HIALURONICO + VITAMINA C;POLVO;5000MG+1000MCG+20MG;XTRALIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
II;79600;AMPK;VER REVERSO;COMPRIMIDO;VER REVERSO;FRAMINGHAM PHARMA S.R.L.;/;/;ARGENTINA;KLBUSINESS LTDA.
II;79613;SATIAL FOOD CARB CONTROLER 75%;VER REVERSO;POLVO;VER REVERSO;FRAMINGHAM PHARMA S.R.L.;/;/;ARGENTINA;KLBUSINESS LTDA.
II;79615;B COMPLEX PLUS C;VITAMINAS DEL COMPLEJO B Y VITAMINA C;TABLETA;VER FORMULA;ALFA VITAMINS LABORATORIES, INC.;/;/;ESTADOS UNIDOS;A3TEK S.R.L.
II;79621;SATIAL CARB CONTROLLER;VER FORMULA;COMPRIMIDO;VER FORMULA;FRAMINGHAM PHARMA S.R.L.;/;/;ARGENTINA;KLBUSINESS LTDA.
II;79622;VITAMINA C 500MG;ACIDO ASCORBICO;TABLETA;500MG;ARNET PHARMACEUTICALS CORP. ;/;FARMACORP S.A.;ESTADOS UNIDOS;FARMACIAS CORPORATIVAS S.A. FARMACORP S.A.
PNI;79627;"GINKGO BILOBA EXTRACT 60MG
";EXTRACTO DE GINKGO BILOBA (POLVO);CÁPSULA;60MG;"ALPHACAPS GMBH
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79686;ELONGAL;CAHMB, MAGNESIO Y VITAMINA D3;POLVO P/SOL. ORAL;"3G; 400MG; 800UI";LABORATORIO DICOFAR S.R.L.;LAFAGE S.A.;PANALAB S.A.;ARGENTINA;CORMESA LTDA.
II;79693;VITAMIN D3 10000 UI;COLECALCIFEROL;CÁPSULA BLANDA;10000UI;SHANDONG YUWANG PHARMACEUTICAL CO.LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;79753;VITAMINA D3 2000UI VIJOSA;COLECALCIFEROL;CÁPSULA;23MGEQ.A 2000UI;LABORATORIO VIJOSA,S.A.DE C.V.;/;/;EL SALVADOR;HANSA LTDA.
II;79770;VITAMINA D3 1000UI;COLECALCIFEROL;CÁPSULA BLANDA;1000UI;SOFTGEL HEALTHCARE PVT. LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
PTA;79794;TONICO LANAGO;ALFAALFA (MEDICAGO SATIVA);JARABE;60%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL LANAGO ;/;/;BOLIVIA;LANAGO
II;79806;VITAMINA C;ACIDO ASCORBICO;POLVO;2G;ASMOH LABORATORIES LIMITED;/;/;INDIA;KRISHPAR CARE BOLIVIA S.R.L.
II;79808;VITAMINA C+ROSA CANINA VIJOSA;ACIDO ASCORBICO + EXTRACTO DE ROSA CANINA;TABLETA RECUBIERTA;496.5MG+3.5MG;LABORATORIO VIJOSA, S.A DE C.V.;/;/;EL SALVADOR;HANSA LTDA.
II;79855;QUELATUS;MINERALES, AMINOACIDOS QUELADOS + VIT ESENCIALES;COMPRIMIDO;VARIAS;EUROFARMA LABORATORIOS S.A.;/;/;BRASIL;LABORATORIOS EUROFARMA BOLIVIA S.A.
II;79858;ATLETIC'S AEROSOL;DICLOFENACO DIETILAMONIO;SOL. TOPICA (EN AEROSOL);1.0% P/V;LABORATORIOS RETY DE COLOMBIA S.A.S. RETYCOL S.A.S.;/;LABORATORIOS ECAR S.A.;COLOMBIA;CORMESA LTDA.
II;79887;TRIPLE C FORTE;VER FÓRMULA;TABLETA;VER FÓRMULA;CARVAGU S.A.;/;/;ECUADOR;MEDIFARM S.R.L.
NN;79890;SOROJCHI TRAVEL;DIMENHIDRINATO;COMPRIMIDO RECUBIERTO;50MG;LABORATORIOS CRESPAL S.A.;/;/;BOLIVIA;LABORATORIOS CRESPAL S.A.
II;79895;LAGRIMAS LC;HIPROMELOSA;SOLUCIÓN OFTÁLMICA;0,7%;ANTILA LIFESCIENCES PVT. LTD. ;/;/;INDIA;DISTRIBUIDORA LC FARMA S.R.L.
II;79974;UNESIA;BIFONAZOL;UNGUENTO;1G;GERARDO RAMON Y CIA. S.A.I.C.;;GENOMMA LABORATORIES ARGENTINA S.A.;ARGENTINA;GLB LABORATORIOS BOLIVIA S.A.
II;80029;ZINC 50MG VIJOSA CAPSULAS;ZINC;CÁPSULA;50MG;LABORATORIO VIJOSA, S.A. DE C.V. ;/;/;EL SALVADOR;HANSA LTDA.
II;80038;DOLOPIREN KIDS;IBUPROFENO;SUSPENSIÓN;200MG/5ML;PROTECH BIOSYSTEMS PVT. LTD.;/;/;INDIA;SAN FERNANDO S.R.L.
II;80040;MEMOVITAL B12;VER FORMULA;SOLUCION ORAL;VER FORMULA;INDUFAR C.I.S.A.DIVISION INDUFAR C.I.S.A.;/;/;PARAGUAY;IMFAR S.R.L
PTA;80062;VALERIANA;VALERIANA;SOLUCIÓN;60%;"LANAGO

";/;/;;LANAGO
PNI;80070;HEDERA HELIX 35MG/5ML;EXTRACTO DE HEDERA HELIX(EXTRACTO 10-14%);SOLUCION ORAL;35MG/5ML;LABORATORIOS PORTUGAL S.R.L.;/;CAMSA INDUSTRIA Y COMERCIO S.A.;PERU;CAMSA INDUSTRIA Y COMERCIO S.A.
NN;80071;PARACETAMOL 500MG;PARACETAMOL;COMPRIMIDO;500MG;IFARBO LTDA.;/;/;BOLIVIA;IFARBO LTDA.
II;80089;BIOMAGNES LIMON 250MG + 11MG;"CITRATO DE MAGNESIO; OXIDO DE ZINC";POLVO EFERV.P/SOL ORAL;"250MG; 11MG";LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
II;80104;REGENTAL® HOMBRE;MULTIVITAMINAS + MINERALES;COMPRIMIDO RECUBIERTO;VER FORMULA;VIDORA FARMACEUTICA LTDA;/;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;BRASIL;TECNOFARMA S.A.
PTA;80106;FIBERKING;TRIGO (SALVADO DE TRIGO;POLVO GRANULADO;70%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL VENET;/;/;BOLIVIA;VENET
PTA;80153;VENEDOL;EUCALIPTO (EUCAYIPTUS GLOBULUS);UNGUENTO;9%;VENET;/;/;BOLIVIA;VENET
PTA;80154;FIBERLIN;TRIGO (SALVADO DE TRIGO) TRITICUM AESTIVUM;GRANULADO;  70%;VENET ;/;/;BOLIVIA;VENET
II;80155; INMUNAX - C;VITAMINA C(ÁCIDO ASCORBICO);COMPRIMIDO EFERVESCENTE;1G;DOCTIVO LIFESCIENCIES PVT.LTD.;/;KAIS;INDIA;KAIS
II;80174;REGENTAL® MUJER;MULTIVITAMINAS + MINERALES;COMPRIMIDO RECUBIERTO;VER FORMULA;VIDORA FARMACEUTICA LTDA ;/;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;BRASIL;TECNOFARMA S.A.
II;80197;IBUSOL 400MG;IBUPROFENO;CÁPSULA BLANDA;400MG;LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
PTA;80198;ALCACHOFA BONAFIX;ALCACHOFA;MATE;100% (1G X MATE);"LABORATORIO ARTESANAL ANCESTRAL ""BONAFIX""";/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;80211;FORTALECEDOR LANAGO;UNCARIA TOMENTOSA;SOLUCION ORAL;50%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL LANAGO;/;/;BOLIVIA;LANAGO
